calibration_index,sample_id,input_file,reference_file,selection
363,2994,images/img_2994_SR10.0_RMSE0.0627_SSIM0.6988.JPEG,img_2994_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
364,2999,images/img_2999_SR8.4_RMSE0.0797_SSIM0.6327.JPEG,img_2999_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
365,3001,images/img_3001_SR9.5_RMSE0.0345_SSIM0.8322.JPEG,img_3001_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
366,3012,images/img_3012_SR12.6_RMSE0.0411_SSIM0.8679.JPEG,img_3012_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
367,3014,images/img_3014_SR11.1_RMSE0.0813_SSIM0.6282.JPEG,img_3014_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
368,3028,images/img_3028_SR9.1_RMSE0.0554_SSIM0.7573.JPEG,img_3028_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
369,3033,images/img_3033_SR12.2_RMSE0.0936_SSIM0.5070.JPEG,img_3033_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
370,3049,images/img_3049_SR7.9_RMSE0.0398_SSIM0.8447.JPEG,img_3049_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
371,3079,images/img_3079_SR11.0_RMSE0.0611_SSIM0.7209.JPEG,img_3079_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
372,3094,images/img_3094_SR9.0_RMSE0.0364_SSIM0.7964.JPEG,img_3094_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
373,3095,images/img_3095_SR8.4_RMSE0.0315_SSIM0.8850.JPEG,img_3095_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
374,3102,images/img_3102_SR10.1_RMSE0.0284_SSIM0.8933.JPEG,img_3102_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
375,3104,images/img_3104_SR8.9_RMSE0.0260_SSIM0.8320.JPEG,img_3104_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
376,3105,images/img_3105_SR9.8_RMSE0.0563_SSIM0.6588.JPEG,img_3105_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
377,3109,images/img_3109_SR11.5_RMSE0.0338_SSIM0.7779.JPEG,img_3109_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
378,3112,images/img_3112_SR11.7_RMSE0.0544_SSIM0.7732.JPEG,img_3112_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
379,3118,images/img_3118_SR11.1_RMSE0.0235_SSIM0.8717.JPEG,img_3118_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
380,3120,images/img_3120_SR11.2_RMSE0.0446_SSIM0.7894.JPEG,img_3120_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
381,3130,images/img_3130_SR10.4_RMSE0.0303_SSIM0.8396.JPEG,img_3130_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
382,3148,images/img_3148_SR10.7_RMSE0.0720_SSIM0.6470.JPEG,img_3148_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
383,3150,images/img_3150_SR9.1_RMSE0.0541_SSIM0.7476.JPEG,img_3150_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
384,3152,images/img_3152_SR9.3_RMSE0.0451_SSIM0.7396.JPEG,img_3152_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
385,3156,images/img_3156_SR10.1_RMSE0.0330_SSIM0.8119.JPEG,img_3156_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
386,3163,images/img_3163_SR10.7_RMSE0.0346_SSIM0.8369.JPEG,img_3163_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
387,3165,images/img_3165_SR11.0_RMSE0.0639_SSIM0.6505.JPEG,img_3165_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
388,3180,images/img_3180_SR11.2_RMSE0.0504_SSIM0.6307.JPEG,img_3180_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
389,3204,images/img_3204_SR8.9_RMSE0.0292_SSIM0.8765.JPEG,img_3204_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
390,3210,images/img_3210_SR12.2_RMSE0.0312_SSIM0.8298.JPEG,img_3210_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
391,3213,images/img_3213_SR11.5_RMSE0.0398_SSIM0.7852.JPEG,img_3213_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
392,3215,images/img_3215_SR11.1_RMSE0.0583_SSIM0.7376.JPEG,img_3215_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
393,3217,images/img_3217_SR9.8_RMSE0.0816_SSIM0.6383.JPEG,img_3217_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
394,3227,images/img_3227_SR11.6_RMSE0.0650_SSIM0.6189.JPEG,img_3227_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
395,3230,images/img_3230_SR10.8_RMSE0.0587_SSIM0.7222.JPEG,img_3230_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
396,3234,images/img_3234_SR10.6_RMSE0.0594_SSIM0.7359.JPEG,img_3234_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
397,3241,images/img_3241_SR8.9_RMSE0.0328_SSIM0.8299.JPEG,img_3241_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
398,3250,images/img_3250_SR9.8_RMSE0.0222_SSIM0.9140.JPEG,img_3250_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
399,3268,images/img_3268_SR11.0_RMSE0.0199_SSIM0.9263.JPEG,img_3268_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
400,3274,images/img_3274_SR8.8_RMSE0.0207_SSIM0.9315.JPEG,img_3274_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
401,3276,images/img_3276_SR10.5_RMSE0.0436_SSIM0.7846.JPEG,img_3276_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
402,3289,images/img_3289_SR8.8_RMSE0.0322_SSIM0.8407.JPEG,img_3289_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
403,3293,images/img_3293_SR13.1_RMSE0.0612_SSIM0.7373.JPEG,img_3293_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
404,3317,images/img_3317_SR9.8_RMSE0.0704_SSIM0.6885.JPEG,img_3317_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
405,3324,images/img_3324_SR9.4_RMSE0.0219_SSIM0.9481.JPEG,img_3324_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
406,3327,images/img_3327_SR10.6_RMSE0.0596_SSIM0.7599.JPEG,img_3327_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
407,3328,images/img_3328_SR11.6_RMSE0.0487_SSIM0.6734.JPEG,img_3328_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
408,3331,images/img_3331_SR10.0_RMSE0.0481_SSIM0.7929.JPEG,img_3331_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
409,3340,images/img_3340_SR10.7_RMSE0.0992_SSIM0.5860.JPEG,img_3340_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
410,3341,images/img_3341_SR9.3_RMSE0.0371_SSIM0.7898.JPEG,img_3341_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
411,3350,images/img_3350_SR11.5_RMSE0.0518_SSIM0.6701.JPEG,img_3350_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
412,3355,images/img_3355_SR9.8_RMSE0.0480_SSIM0.7649.JPEG,img_3355_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
413,3358,images/img_3358_SR10.1_RMSE0.0252_SSIM0.8646.JPEG,img_3358_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
414,3376,images/img_3376_SR9.9_RMSE0.0695_SSIM0.6652.JPEG,img_3376_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
415,3377,images/img_3377_SR11.5_RMSE0.0398_SSIM0.8099.JPEG,img_3377_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
416,3394,images/img_3394_SR9.7_RMSE0.0335_SSIM0.8451.JPEG,img_3394_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
417,3408,images/img_3408_SR10.2_RMSE0.0282_SSIM0.8506.JPEG,img_3408_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
418,3420,images/img_3420_SR11.1_RMSE0.0506_SSIM0.7568.JPEG,img_3420_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
419,3426,images/img_3426_SR10.3_RMSE0.0493_SSIM0.7974.JPEG,img_3426_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
420,3433,images/img_3433_SR10.0_RMSE0.0358_SSIM0.7554.JPEG,img_3433_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
421,3453,images/img_3453_SR9.7_RMSE0.0531_SSIM0.8001.JPEG,img_3453_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
422,3461,images/img_3461_SR10.0_RMSE0.0417_SSIM0.7328.JPEG,img_3461_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
423,3468,images/img_3468_SR11.1_RMSE0.0521_SSIM0.6775.JPEG,img_3468_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
424,3470,images/img_3470_SR7.8_RMSE0.0250_SSIM0.9207.JPEG,img_3470_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
425,3473,images/img_3473_SR8.2_RMSE0.0494_SSIM0.7916.JPEG,img_3473_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
426,3477,images/img_3477_SR11.7_RMSE0.0745_SSIM0.6259.JPEG,img_3477_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
427,3481,images/img_3481_SR9.9_RMSE0.0616_SSIM0.5775.JPEG,img_3481_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
428,3485,images/img_3485_SR11.6_RMSE0.0564_SSIM0.7460.JPEG,img_3485_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
429,3486,images/img_3486_SR13.2_RMSE0.0337_SSIM0.8291.JPEG,img_3486_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
430,3488,images/img_3488_SR10.2_RMSE0.0283_SSIM0.8879.JPEG,img_3488_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
431,3493,images/img_3493_SR10.5_RMSE0.0672_SSIM0.6216.JPEG,img_3493_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
432,3498,images/img_3498_SR9.8_RMSE0.0261_SSIM0.8168.JPEG,img_3498_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
433,3510,images/img_3510_SR8.7_RMSE0.0478_SSIM0.7197.JPEG,img_3510_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
434,3527,images/img_3527_SR8.7_RMSE0.0387_SSIM0.7774.JPEG,img_3527_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
435,3540,images/img_3540_SR10.2_RMSE0.0236_SSIM0.9138.JPEG,img_3540_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
436,3556,images/img_3556_SR12.8_RMSE0.0491_SSIM0.7680.JPEG,img_3556_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
437,3557,images/img_3557_SR9.9_RMSE0.0501_SSIM0.7978.JPEG,img_3557_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
438,3562,images/img_3562_SR8.8_RMSE0.0061_SSIM0.9709.JPEG,img_3562_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
439,3567,images/img_3567_SR11.3_RMSE0.0425_SSIM0.7816.JPEG,img_3567_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
440,3579,images/img_3579_SR9.6_RMSE0.0309_SSIM0.8170.JPEG,img_3579_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
441,3582,images/img_3582_SR10.5_RMSE0.0456_SSIM0.7560.JPEG,img_3582_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
442,3586,images/img_3586_SR9.4_RMSE0.0952_SSIM0.6347.JPEG,img_3586_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
443,3590,images/img_3590_SR12.3_RMSE0.0749_SSIM0.7412.JPEG,img_3590_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
444,3599,images/img_3599_SR10.1_RMSE0.0192_SSIM0.9026.JPEG,img_3599_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
445,3613,images/img_3613_SR11.4_RMSE0.0504_SSIM0.7893.JPEG,img_3613_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
446,3617,images/img_3617_SR10.3_RMSE0.0403_SSIM0.7866.JPEG,img_3617_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
447,3621,images/img_3621_SR10.3_RMSE0.0332_SSIM0.8648.JPEG,img_3621_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
448,3625,images/img_3625_SR7.8_RMSE0.0261_SSIM0.8873.JPEG,img_3625_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
449,3626,images/img_3626_SR11.0_RMSE0.0466_SSIM0.7606.JPEG,img_3626_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
450,3627,images/img_3627_SR12.8_RMSE0.0778_SSIM0.5876.JPEG,img_3627_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
451,3635,images/img_3635_SR10.7_RMSE0.0265_SSIM0.8803.JPEG,img_3635_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
452,3639,images/img_3639_SR8.1_RMSE0.0157_SSIM0.9468.JPEG,img_3639_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
453,3652,images/img_3652_SR7.2_RMSE0.0300_SSIM0.8616.JPEG,img_3652_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
454,3660,images/img_3660_SR11.5_RMSE0.0604_SSIM0.7168.JPEG,img_3660_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
455,3661,images/img_3661_SR11.1_RMSE0.0518_SSIM0.7710.JPEG,img_3661_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
456,3664,images/img_3664_SR10.3_RMSE0.0277_SSIM0.8318.JPEG,img_3664_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
457,3671,images/img_3671_SR10.0_RMSE0.0252_SSIM0.8769.JPEG,img_3671_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
458,3672,images/img_3672_SR11.3_RMSE0.0416_SSIM0.8239.JPEG,img_3672_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
459,3676,images/img_3676_SR11.5_RMSE0.0354_SSIM0.8803.JPEG,img_3676_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
460,3677,images/img_3677_SR11.8_RMSE0.0334_SSIM0.8303.JPEG,img_3677_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
461,3688,images/img_3688_SR9.6_RMSE0.0421_SSIM0.8374.JPEG,img_3688_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
462,3690,images/img_3690_SR9.6_RMSE0.0302_SSIM0.8560.JPEG,img_3690_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
463,3701,images/img_3701_SR12.2_RMSE0.0413_SSIM0.7162.JPEG,img_3701_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
464,3702,images/img_3702_SR11.7_RMSE0.0379_SSIM0.8253.JPEG,img_3702_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
465,3736,images/img_3736_SR11.1_RMSE0.0547_SSIM0.7748.JPEG,img_3736_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
466,3744,images/img_3744_SR7.4_RMSE0.0205_SSIM0.9032.JPEG,img_3744_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
467,3758,images/img_3758_SR9.4_RMSE0.0389_SSIM0.7812.JPEG,img_3758_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
468,3776,images/img_3776_SR9.7_RMSE0.0644_SSIM0.6074.JPEG,img_3776_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
469,3783,images/img_3783_SR11.5_RMSE0.0482_SSIM0.8005.JPEG,img_3783_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
470,3793,images/img_3793_SR8.2_RMSE0.0269_SSIM0.8061.JPEG,img_3793_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
471,3814,images/img_3814_SR10.8_RMSE0.0397_SSIM0.7813.JPEG,img_3814_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
472,3816,images/img_3816_SR10.8_RMSE0.0376_SSIM0.8532.JPEG,img_3816_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
473,3827,images/img_3827_SR12.2_RMSE0.0481_SSIM0.7594.JPEG,img_3827_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
474,3835,images/img_3835_SR10.2_RMSE0.0545_SSIM0.7051.JPEG,img_3835_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
475,3838,images/img_3838_SR13.0_RMSE0.0575_SSIM0.6632.JPEG,img_3838_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
476,3860,images/img_3860_SR12.1_RMSE0.0824_SSIM0.6679.JPEG,img_3860_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
477,3886,images/img_3886_SR10.2_RMSE0.0528_SSIM0.7384.JPEG,img_3886_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
478,3889,images/img_3889_SR9.5_RMSE0.0360_SSIM0.8311.JPEG,img_3889_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
479,3896,images/img_3896_SR12.1_RMSE0.0643_SSIM0.7109.JPEG,img_3896_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
480,3899,images/img_3899_SR9.8_RMSE0.0590_SSIM0.7269.JPEG,img_3899_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
481,3912,images/img_3912_SR10.5_RMSE0.0422_SSIM0.7903.JPEG,img_3912_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
482,3925,images/img_3925_SR8.3_RMSE0.0358_SSIM0.7663.JPEG,img_3925_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
483,3943,images/img_3943_SR10.3_RMSE0.0320_SSIM0.7482.JPEG,img_3943_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
484,3954,images/img_3954_SR10.0_RMSE0.0390_SSIM0.8162.JPEG,img_3954_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
485,3956,images/img_3956_SR12.9_RMSE0.0406_SSIM0.8682.JPEG,img_3956_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
486,3960,images/img_3960_SR12.3_RMSE0.0639_SSIM0.7129.JPEG,img_3960_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
487,3961,images/img_3961_SR11.3_RMSE0.0641_SSIM0.6810.JPEG,img_3961_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
488,4000,images/img_4000_SR9.9_RMSE0.0382_SSIM0.7921.JPEG,img_4000_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
489,4033,images/img_4033_SR10.0_RMSE0.0275_SSIM0.8723.JPEG,img_4033_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
490,4047,images/img_4047_SR10.3_RMSE0.0588_SSIM0.6352.JPEG,img_4047_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
491,4068,images/img_4068_SR10.4_RMSE0.0411_SSIM0.7788.JPEG,img_4068_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
492,4069,images/img_4069_SR10.5_RMSE0.0214_SSIM0.8798.JPEG,img_4069_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
493,4071,images/img_4071_SR9.4_RMSE0.0467_SSIM0.7718.JPEG,img_4071_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
494,4079,images/img_4079_SR9.1_RMSE0.0414_SSIM0.7920.JPEG,img_4079_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
495,4082,images/img_4082_SR12.8_RMSE0.0459_SSIM0.7662.JPEG,img_4082_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
496,4086,images/img_4086_SR7.9_RMSE0.0396_SSIM0.8464.JPEG,img_4086_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
497,4088,images/img_4088_SR9.4_RMSE0.0247_SSIM0.8647.JPEG,img_4088_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
498,4089,images/img_4089_SR10.0_RMSE0.0487_SSIM0.5853.JPEG,img_4089_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
499,4095,images/img_4095_SR13.6_RMSE0.1234_SSIM0.5890.JPEG,img_4095_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
500,4111,images/img_4111_SR7.9_RMSE0.0384_SSIM0.8559.JPEG,img_4111_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
501,4124,images/img_4124_SR10.4_RMSE0.0209_SSIM0.8592.JPEG,img_4124_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
502,4143,images/img_4143_SR9.6_RMSE0.0398_SSIM0.8228.JPEG,img_4143_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
503,4146,images/img_4146_SR11.0_RMSE0.0520_SSIM0.7321.JPEG,img_4146_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
504,4158,images/img_4158_SR9.3_RMSE0.0290_SSIM0.8885.JPEG,img_4158_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
505,4163,images/img_4163_SR9.4_RMSE0.0537_SSIM0.7163.JPEG,img_4163_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
506,4195,images/img_4195_SR11.0_RMSE0.0528_SSIM0.7419.JPEG,img_4195_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
507,4197,images/img_4197_SR8.6_RMSE0.0338_SSIM0.7978.JPEG,img_4197_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
508,4202,images/img_4202_SR9.3_RMSE0.0412_SSIM0.8196.JPEG,img_4202_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
509,4210,images/img_4210_SR10.1_RMSE0.0667_SSIM0.7625.JPEG,img_4210_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
510,4217,images/img_4217_SR12.2_RMSE0.0144_SSIM0.9603.JPEG,img_4217_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
511,4226,images/img_4226_SR11.9_RMSE0.0626_SSIM0.5664.JPEG,img_4226_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
512,4229,images/img_4229_SR10.6_RMSE0.0181_SSIM0.8971.JPEG,img_4229_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
513,4230,images/img_4230_SR10.5_RMSE0.0527_SSIM0.7113.JPEG,img_4230_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
514,4246,images/img_4246_SR9.6_RMSE0.0629_SSIM0.7370.JPEG,img_4246_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
515,4247,images/img_4247_SR9.3_RMSE0.0423_SSIM0.8512.JPEG,img_4247_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
516,4251,images/img_4251_SR9.1_RMSE0.0394_SSIM0.7802.JPEG,img_4251_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
517,4253,images/img_4253_SR8.8_RMSE0.0445_SSIM0.7441.JPEG,img_4253_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
518,4269,images/img_4269_SR6.8_RMSE0.0225_SSIM0.8786.JPEG,img_4269_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
519,4270,images/img_4270_SR9.0_RMSE0.0856_SSIM0.6916.JPEG,img_4270_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
520,4310,images/img_4310_SR9.7_RMSE0.0311_SSIM0.8541.JPEG,img_4310_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
521,4313,images/img_4313_SR8.1_RMSE0.1019_SSIM0.5965.JPEG,img_4313_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
522,4318,images/img_4318_SR7.3_RMSE0.0352_SSIM0.7622.JPEG,img_4318_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
523,4320,images/img_4320_SR9.4_RMSE0.0288_SSIM0.8920.JPEG,img_4320_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
524,4321,images/img_4321_SR9.9_RMSE0.0359_SSIM0.7438.JPEG,img_4321_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
525,4324,images/img_4324_SR12.0_RMSE0.0790_SSIM0.6853.JPEG,img_4324_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
526,4326,images/img_4326_SR10.3_RMSE0.0357_SSIM0.8559.JPEG,img_4326_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
527,4328,images/img_4328_SR8.5_RMSE0.0340_SSIM0.8647.JPEG,img_4328_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
528,4336,images/img_4336_SR12.2_RMSE0.0262_SSIM0.8692.JPEG,img_4336_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
529,4338,images/img_4338_SR12.1_RMSE0.0581_SSIM0.6939.JPEG,img_4338_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
530,4348,images/img_4348_SR10.8_RMSE0.0392_SSIM0.8266.JPEG,img_4348_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
531,4351,images/img_4351_SR12.4_RMSE0.0846_SSIM0.5419.JPEG,img_4351_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
532,4360,images/img_4360_SR8.4_RMSE0.0355_SSIM0.8540.JPEG,img_4360_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
533,4361,images/img_4361_SR9.0_RMSE0.0236_SSIM0.8609.JPEG,img_4361_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
534,4362,images/img_4362_SR11.5_RMSE0.0467_SSIM0.7531.JPEG,img_4362_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
535,4372,images/img_4372_SR12.4_RMSE0.0476_SSIM0.7715.JPEG,img_4372_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
536,4375,images/img_4375_SR8.7_RMSE0.0433_SSIM0.8456.JPEG,img_4375_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
537,4376,images/img_4376_SR11.9_RMSE0.0792_SSIM0.6536.JPEG,img_4376_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
538,4377,images/img_4377_SR8.7_RMSE0.0398_SSIM0.7533.JPEG,img_4377_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
539,4383,images/img_4383_SR11.1_RMSE0.0423_SSIM0.8024.JPEG,img_4383_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
540,4396,images/img_4396_SR9.1_RMSE0.0552_SSIM0.7344.JPEG,img_4396_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
541,4397,images/img_4397_SR9.1_RMSE0.0140_SSIM0.9291.JPEG,img_4397_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
